material_id,subject,subcategory,grade_levels,material_type,school_type,content_type,is_bundle,price,author_category,bestseller_rating,total_pages,engagement_score,created_days_ago,author_id,title,grade_levels_str
mat_002213,Fachunterricht,Chemie,"['6. Klasse', '7. Klasse', '8. Klasse']",Klassenarbeiten,Grundschule,standalone,0,3.01,Innovators,17.868668776058836,8,6.205930322546633,509,author_0942,Chemie - Klassenarbeiten,"6. Klasse, 7. Klasse, 8. Klasse"
mat_002214,Fachunterricht,Erdkunde,"['3. Klasse', '4. Klasse', '5. Klasse']",Interaktives Material,Berufsschule,standalone,0,7.42,Eggs,10.767057150041326,10,6.671482930822076,416,author_0400,Erdkunde - Interaktives Material,"3. Klasse, 4. Klasse, 5. Klasse"
mat_002215,Deutsch,Lesen,['6. Klasse'],Stationenlernen,Sek I Gymnasium,standalone,0,18.38,Cub,5.577623813915911,7,3.9933990595590947,641,author_0833,Lesen - Stationenlernen,6. Klasse
mat_002216,Deutsch,Lesen,"['10. Klasse', '11. Klasse']",Unterrichtsreihen,Sek I Mittlere Schulform,hybrid,0,1.74,Cub,59.052749311090366,5,3.4131756698281897,931,author_0933,Lesen - Unterrichtsreihen,"10. Klasse, 11. Klasse"
mat_002217,Kunst,Malen & Zeichnen,"['7. Klasse', '8. Klasse', '9. Klasse']",Stationenlernen,Sek I Gymnasium,interactive,0,3.45,Cub,23.751061863425733,9,2.021339596246624,35,author_0114,Malen & Zeichnen - Stationenlernen,"7. Klasse, 8. Klasse, 9. Klasse"
mat_002218,Fachunterricht,Biologie,['10. Klasse'],Fördermaterial/Inklusion,Grundschule,interactive,0,17.94,Eggs,58.326136106307025,7,5.243906773503545,846,author_0147,Biologie - Fördermaterial/Inklusion,10. Klasse
mat_002219,Kunst,Werken,['10. Klasse'],Bildkarten,Sek I Gymnasium,hybrid,0,2.16,Cub,97.44339105092058,11,3.7190756926356845,1001,author_0156,Werken - Bildkarten,10. Klasse
mat_002220,Englisch,Schreiben,['4. Klasse'],Experimente,Berufsschule,hybrid,1,25.436050562152626,Dragon,105.15190216826188,55,5.745148612873533,79,author_0884,Schreiben - Sparpaket,4. Klasse
mat_002221,Mathematik,Geometrie,"['3. Klasse', '4. Klasse']",Quiz,Grundschule,interactive,1,37.47894631426396,Cub,6.247642294305886,70,2.986696967137462,247,author_0221,Geometrie - Sparpaket,"3. Klasse, 4. Klasse"
mat_002222,Englisch,Leseverstehen,"['3. Klasse', '4. Klasse']",Quiz,Grundschule,hybrid,0,17.38,Bear,17.30532718380993,3,3.8501563419595093,358,author_0061,Leseverstehen - Quiz,"3. Klasse, 4. Klasse"
mat_002223,Kunst,Epochen,['6. Klasse'],Fördermaterial/Inklusion,Förderunterricht,standalone,0,3.83,Cub,68.1037036964819,12,2.3714965987063263,881,author_0882,Epochen - Fördermaterial/Inklusion,6. Klasse
mat_002224,Englisch,Wortschatz,"['1. Klasse', '2. Klasse', '3. Klasse']",Spiele,Förderunterricht,standalone,0,7.25,Eggs,27.09365847663825,11,1.8386780321620844,952,author_0252,Wortschatz - Spiele,"1. Klasse, 2. Klasse, 3. Klasse"
mat_002225,Englisch,Wortschatz,"['1. Klasse', '2. Klasse', '3. Klasse', '4. Klasse']",Merkblätter,Berufsschule,standalone,0,1.21,Eggs,85.9966551985497,12,1.5385745842993475,480,author_0978,Wortschatz - Merkblätter,"1. Klasse, 2. Klasse, 3. Klasse, 4. Klasse"
mat_002226,Deutsch,Anfangsunterricht,['11. Klasse'],Videos,Förderunterricht,interactive,0,6.7,Dragon,82.06427820728742,8,3.2207249407148337,887,author_0970,Anfangsunterricht - Videos,11. Klasse
mat_002227,Deutsch,Sprechen & Zuhören,['7. Klasse'],Stundenentwürfe,Kita / Vorschule,interactive,0,1.27,Innovators,74.55901657313882,8,1.371241036964302,661,author_0107,Sprechen & Zuhören - Stundenentwürfe,7. Klasse
mat_002228,Deutsch,Schreiben,"['4. Klasse', '5. Klasse']",Stundenentwürfe,Berufsschule,standalone,0,0.79,Bear,5.67883634522786,13,3.232180075750109,829,author_0120,Schreiben - Stundenentwürfe,"4. Klasse, 5. Klasse"
mat_002229,Deutsch,Sprache untersuchen,['2. Klasse'],Fördermaterial/Inklusion,Sek I Mittlere Schulform,hybrid,0,5.77,Eggs,63.751516378579964,9,1.3862640918996902,884,author_0726,Sprache untersuchen - Fördermaterial/Inklusion,2. Klasse
mat_002230,Mathematik,Zahlen & Operationen,"['4. Klasse', '5. Klasse']",Stationenlernen,Sek I Mittlere Schulform,interactive,0,5.82,Bear,54.9247128355904,9,3.4212118288415834,116,author_0107,Zahlen & Operationen - Stationenlernen,"4. Klasse, 5. Klasse"
mat_002231,Deutsch,Schreiben,"['1. Klasse', '2. Klasse']",Test,Berufsschule,standalone,0,8.09,Cub,98.9189281114925,10,1.6462476445766265,570,author_0100,Schreiben - Test,"1. Klasse, 2. Klasse"
mat_002232,Englisch,Schreiben,"['12. Klasse', '13. Klasse']",Präsentationen/Tafelbilder,Sek II,hybrid,0,12.48,Eggs,38.938440594662595,12,0.8735719987713921,138,author_0568,Schreiben - Präsentationen/Tafelbilder,"12. Klasse, 13. Klasse"
mat_002233,Kunst,Basteln,"['2. Klasse', '3. Klasse']",Videos,Kita / Vorschule,standalone,0,4.35,Bear,17.69067958926466,12,9.264704265504,325,author_0526,Basteln - Videos,"2. Klasse, 3. Klasse"
mat_002234,Kunst,Theorie,"['9. Klasse', '10. Klasse']",Test,Förderunterricht,standalone,0,2.87,Dragon,33.68607916014598,7,3.45967070909406,816,author_0998,Theorie - Test,"9. Klasse, 10. Klasse"
mat_002235,Fachunterricht,Chemie,"['8. Klasse', '9. Klasse', '10. Klasse', '11. Klasse']",Test,Sek II,standalone,0,11.04,Eggs,20.213296036349547,6,0.636388097483951,3,author_0201,Chemie - Test,"8. Klasse, 9. Klasse, 10. Klasse, 11. Klasse"
mat_002236,Fachunterricht,Geschichte,"['1. Klasse', '2. Klasse']",Unterrichtsreihen,Sek II,hybrid,0,20.2,Innovators,5.4183983014929815,8,4.082566464241802,415,author_0062,Geschichte - Unterrichtsreihen,"1. Klasse, 2. Klasse"
mat_002237,Fachunterricht,Geschichte,['4. Klasse'],Fördermaterial/Inklusion,Förderunterricht,interactive,0,1.47,Bear,33.5788779499693,6,5.395918062486475,808,author_0798,Geschichte - Fördermaterial/Inklusion,4. Klasse
mat_002238,Mathematik,Funktionen,['13. Klasse'],Quiz,Kita / Vorschule,hybrid,0,2.06,Cub,109.03431942952824,14,3.6928688551068087,664,author_0809,Funktionen - Quiz,13. Klasse
mat_002239,Kunst,Werken,"['1. Klasse', '2. Klasse']",Videos,Förderunterricht,hybrid,0,12.36,Innovators,24.703458688769476,8,3.6743921179893455,97,author_0871,Werken - Videos,"1. Klasse, 2. Klasse"
mat_002240,Englisch,Sprechen,"['5. Klasse', '6. Klasse', '7. Klasse', '8. Klasse']",Präsentationen/Tafelbilder,Sek I Mittlere Schulform,interactive,0,4.25,Bear,15.109245621018408,3,2.8734114110038034,148,author_0517,Sprechen - Präsentationen/Tafelbilder,"5. Klasse, 6. Klasse, 7. Klasse, 8. Klasse"
mat_002241,Deutsch,Sprechen & Zuhören,"['10. Klasse', '11. Klasse', '12. Klasse', '13. Klasse']",Spiele,Berufsschule,hybrid,0,15.4,Eggs,14.876303509873532,9,2.2169761186758126,915,author_0043,Sprechen & Zuhören - Spiele,"10. Klasse, 11. Klasse, 12. Klasse, 13. Klasse"
mat_002242,Englisch,Leseverstehen,"['5. Klasse', '6. Klasse', '7. Klasse']",Klassenarbeiten,Berufsschule,standalone,0,10.35,Eggs,18.140197454545007,15,3.1115023949530274,317,author_0956,Leseverstehen - Klassenarbeiten,"5. Klasse, 6. Klasse, 7. Klasse"
mat_002243,Fachunterricht,Geschichte,['6. Klasse'],Test,Sek I Mittlere Schulform,interactive,0,11.85,Eggs,3.6503102243262266,13,4.0001754833210645,827,author_0932,Geschichte - Test,6. Klasse
mat_002244,Deutsch,Schreiben,"['6. Klasse', '7. Klasse']",Videos,Sek I Mittlere Schulform,standalone,0,8.11,Eggs,20.795790808261184,9,1.273788920572602,946,author_0763,Schreiben - Videos,"6. Klasse, 7. Klasse"
mat_002245,Mathematik,Geometrie,"['3. Klasse', '4. Klasse', '5. Klasse']",Test,Sek I Gymnasium,interactive,0,3.01,Eggs,162.73007923951616,5,7.396635405414284,1045,author_0496,Geometrie - Test,"3. Klasse, 4. Klasse, 5. Klasse"
mat_002246,Deutsch,Sprechen & Zuhören,['10. Klasse'],Stationenlernen,Kita / Vorschule,hybrid,1,19.86810754746356,Innovators,32.93247976667375,25,4.425555345597011,888,author_0893,Sprechen & Zuhören - Sparpaket,10. Klasse
mat_002247,Mathematik,Grundrechenarten,['13. Klasse'],Quiz,Grundschule,standalone,0,4.54,Dragon,19.82387969181204,6,4.722767906018224,130,author_0362,Grundrechenarten - Quiz,13. Klasse
mat_002248,Kunst,Basteln,"['8. Klasse', '9. Klasse', '10. Klasse']",Fördermaterial/Inklusion,Sek II,hybrid,0,8.02,Eggs,1.5152472221724607,7,1.674119909703252,985,author_0702,Basteln - Fördermaterial/Inklusion,"8. Klasse, 9. Klasse, 10. Klasse"
mat_002249,Fachunterricht,Biologie,['6. Klasse'],Fördermaterial/Inklusion,Berufsschule,hybrid,1,11.242818532203152,Bear,89.88693408562833,35,4.57937896130212,224,author_0253,Biologie - Sparpaket,6. Klasse
mat_002250,Mathematik,Geometrie,"['9. Klasse', '10. Klasse']",Stundenentwürfe,Berufsschule,hybrid,0,1.02,Cub,47.336724625975776,9,0.8200066763929368,909,author_0910,Geometrie - Stundenentwürfe,"9. Klasse, 10. Klasse"
mat_002251,Deutsch,Lesen,"['1. Klasse', '2. Klasse']",Stundenentwürfe,Grundschule,interactive,0,15.45,Cub,89.5618294863014,4,7.5001582702874865,656,author_0996,Lesen - Stundenentwürfe,"1. Klasse, 2. Klasse"
mat_002252,Mathematik,Stochastik,['7. Klasse'],Klassenarbeiten,Grundschule,hybrid,0,16.05,Cub,7.942233088214885,9,7.885906002130587,279,author_0971,Stochastik - Klassenarbeiten,7. Klasse
mat_002253,Englisch,Grammatik,['13. Klasse'],Stundenentwürfe,Förderunterricht,standalone,0,4.1,Dragon,41.820964412652664,8,5.9706693748054125,583,author_0883,Grammatik - Stundenentwürfe,13. Klasse
mat_002254,Fachunterricht,Erdkunde,['8. Klasse'],Klassenarbeiten,Grundschule,hybrid,0,11.07,Bear,15.384793339702846,13,1.9657435248533455,451,author_0362,Erdkunde - Klassenarbeiten,8. Klasse
mat_002255,Fachunterricht,Erdkunde,"['2. Klasse', '3. Klasse']",Merkblätter,Sek II,standalone,1,2.758577786841862,Dragon,14.320296729478718,56,6.2603862404981765,902,author_0228,Erdkunde - Sparpaket,"2. Klasse, 3. Klasse"
mat_002256,Mathematik,Geometrie,"['5. Klasse', '6. Klasse', '7. Klasse', '8. Klasse']",Test,Sek II,hybrid,0,1.16,Dragon,9.904813565188212,12,3.752345930491727,258,author_0472,Geometrie - Test,"5. Klasse, 6. Klasse, 7. Klasse, 8. Klasse"
mat_002257,Fachunterricht,Erdkunde,['1. Klasse'],Bildkarten,Sek II,standalone,0,2.62,Eggs,15.33762602316677,6,3.9189422647808487,844,author_0684,Erdkunde - Bildkarten,1. Klasse
mat_002258,Deutsch,Sprache untersuchen,"['1. Klasse', '2. Klasse', '3. Klasse', '4. Klasse']",Stationenlernen,Sek I Mittlere Schulform,hybrid,0,1.74,Bear,11.88063914985681,10,5.20117601385713,611,author_0423,Sprache untersuchen - Stationenlernen,"1. Klasse, 2. Klasse, 3. Klasse, 4. Klasse"
mat_002259,Englisch,Schreiben,"['11. Klasse', '12. Klasse', '13. Klasse']",Mal- und Bastelvorlagen,Sek II,standalone,1,29.578387804224043,Eggs,125.85164469410815,32,2.8752016597294023,199,author_0439,Schreiben - Sparpaket,"11. Klasse, 12. Klasse, 13. Klasse"
mat_002260,Kunst,Werken,"['8. Klasse', '9. Klasse']",Unterrichtsreihen,Grundschule,hybrid,1,6.963508959133933,Dragon,4.360439671371966,42,3.164825530867334,176,author_0952,Werken - Sparpaket,"8. Klasse, 9. Klasse"
mat_002261,Kunst,Malen & Zeichnen,"['3. Klasse', '4. Klasse']",Präsentationen/Tafelbilder,Kita / Vorschule,interactive,0,3.53,Dragon,23.678664835356955,10,5.393613136742737,1,author_0339,Malen & Zeichnen - Präsentationen/Tafelbilder,"3. Klasse, 4. Klasse"
mat_002262,Deutsch,Schreiben,['5. Klasse'],Fördermaterial/Inklusion,Sek I Gymnasium,hybrid,0,1.73,Bear,83.49086962509563,11,4.926272499324217,14,author_0148,Schreiben - Fördermaterial/Inklusion,5. Klasse
mat_002263,Englisch,Grammatik,"['9. Klasse', '10. Klasse']",Unterrichtsreihen,Grundschule,standalone,0,12.75,Bear,36.69015497452843,9,8.246501783360403,988,author_0538,Grammatik - Unterrichtsreihen,"9. Klasse, 10. Klasse"
mat_002264,Fachunterricht,Geschichte,['5. Klasse'],Experimente,Sek II,interactive,0,3.57,Eggs,49.83392942189895,10,1.1016946623449544,1081,author_0659,Geschichte - Experimente,5. Klasse
mat_002265,Fachunterricht,Chemie,"['3. Klasse', '4. Klasse']",Arbeitsblätter,Grundschule,hybrid,1,16.564866798218887,Innovators,159.25387606220255,30,10.022227957394882,446,author_0654,Chemie - Sparpaket,"3. Klasse, 4. Klasse"
mat_002266,Mathematik,Funktionen,"['1. Klasse', '2. Klasse']",Videos,Sek II,interactive,0,8.07,Cub,22.525000963059792,11,3.4448301701575885,1051,author_0985,Funktionen - Videos,"1. Klasse, 2. Klasse"
mat_002267,Englisch,Sprechen,"['12. Klasse', '13. Klasse']",Unterrichtsreihen,Grundschule,interactive,0,5.87,Eggs,10.531873437875523,10,0.29932740441096223,819,author_0245,Sprechen - Unterrichtsreihen,"12. Klasse, 13. Klasse"
mat_002268,Kunst,Epochen,['1. Klasse'],Bildkarten,Grundschule,interactive,1,31.89102912224645,Eggs,21.168544711924266,50,3.825602417462812,869,author_0955,Epochen - Sparpaket,1. Klasse
mat_002269,Deutsch,Sprechen & Zuhören,['13. Klasse'],Stundenentwürfe,Sek I Gymnasium,standalone,0,5.48,Cub,38.64384394556788,9,10.492843436671853,914,author_0338,Sprechen & Zuhören - Stundenentwürfe,13. Klasse
mat_002270,Englisch,Wortschatz,"['4. Klasse', '5. Klasse', '6. Klasse']",Arbeitsblätter,Förderunterricht,standalone,1,61.36483992969784,Innovators,9.439165795522213,42,0.5455848044516056,426,author_0624,Wortschatz - Sparpaket,"4. Klasse, 5. Klasse, 6. Klasse"
mat_002271,Mathematik,Geometrie,"['1. Klasse', '2. Klasse']",Experimente,Kita / Vorschule,hybrid,0,9.64,Cub,19.36175528048317,13,4.9783033364308995,6,author_0404,Geometrie - Experimente,"1. Klasse, 2. Klasse"
mat_002272,Kunst,Epochen,"['7. Klasse', '8. Klasse']",Videos,Sek I Gymnasium,standalone,1,13.381783107354337,Cub,62.916425150010646,24,7.786638736817943,221,author_0566,Epochen - Sparpaket,"7. Klasse, 8. Klasse"
mat_002273,Fachunterricht,Religion,"['7. Klasse', '8. Klasse']",Interaktives Material,Sek I Gymnasium,hybrid,0,0.87,Bear,138.4470063657075,8,2.4825062322434066,84,author_0369,Religion - Interaktives Material,"7. Klasse, 8. Klasse"
mat_002274,Mathematik,Geometrie,['4. Klasse'],Merkblätter,Berufsschule,interactive,1,3.403872373890869,Eggs,35.917830142187675,45,0.8271164228981899,123,author_0054,Geometrie - Sparpaket,4. Klasse
mat_002275,Deutsch,Sprechen & Zuhören,"['10. Klasse', '11. Klasse', '12. Klasse', '13. Klasse']",Fördermaterial/Inklusion,Sek I Gymnasium,standalone,0,0.78,Cub,58.85779638972606,7,0.326229009237033,202,author_0884,Sprechen & Zuhören - Fördermaterial/Inklusion,"10. Klasse, 11. Klasse, 12. Klasse, 13. Klasse"
mat_002276,Mathematik,Grundrechenarten,['11. Klasse'],Stundenentwürfe,Berufsschule,hybrid,0,5.67,Innovators,142.37525973105755,8,11.61697478154041,1062,author_0366,Grundrechenarten - Stundenentwürfe,11. Klasse
mat_002277,Fachunterricht,Erdkunde,"['9. Klasse', '10. Klasse']",Präsentationen/Tafelbilder,Sek II,interactive,0,8.14,Bear,14.772609693212088,8,1.0574372835814119,365,author_0765,Erdkunde - Präsentationen/Tafelbilder,"9. Klasse, 10. Klasse"
mat_002278,Kunst,Basteln,['8. Klasse'],Mal- und Bastelvorlagen,Sek I Mittlere Schulform,interactive,0,4.94,Eggs,1.5198941646648993,7,5.307220299261884,149,author_0057,Basteln - Mal- und Bastelvorlagen,8. Klasse
mat_002279,Kunst,Epochen,"['11. Klasse', '12. Klasse', '13. Klasse']",Interaktives Material,Berufsschule,hybrid,0,7.01,Eggs,8.992636614426843,13,3.7224469763142674,658,author_0449,Epochen - Interaktives Material,"11. Klasse, 12. Klasse, 13. Klasse"
mat_002280,Mathematik,Geometrie,['1. Klasse'],Interaktives Material,Sek II,hybrid,0,4.0,Eggs,37.67117161237184,3,3.76798871569843,772,author_0227,Geometrie - Interaktives Material,1. Klasse
mat_002281,Kunst,Werken,['9. Klasse'],Stundenentwürfe,Berufsschule,standalone,1,6.871386943075369,Innovators,74.12155596311396,15,4.9350192924385645,902,author_0398,Werken - Sparpaket,9. Klasse
mat_002282,Fachunterricht,Biologie,"['11. Klasse', '12. Klasse', '13. Klasse']",Stationenlernen,Kita / Vorschule,interactive,0,1.15,Eggs,4.606868125632693,10,13.501861078768476,545,author_0321,Biologie - Stationenlernen,"11. Klasse, 12. Klasse, 13. Klasse"
mat_002283,Kunst,Theorie,"['9. Klasse', '10. Klasse']",Videos,Kita / Vorschule,interactive,1,16.96994002884091,Dragon,39.67126802715015,70,3.7333945644181195,209,author_0414,Theorie - Sparpaket,"9. Klasse, 10. Klasse"
mat_002284,Fachunterricht,Erdkunde,"['9. Klasse', '10. Klasse', '11. Klasse']",Quiz,Sek I Gymnasium,hybrid,0,2.23,Innovators,34.91962226590184,11,7.788519053572655,188,author_0650,Erdkunde - Quiz,"9. Klasse, 10. Klasse, 11. Klasse"
mat_002285,Englisch,Wortschatz,['9. Klasse'],Stundenentwürfe,Kita / Vorschule,standalone,0,2.03,Bear,5.154742777733598,5,4.976856873553284,872,author_0672,Wortschatz - Stundenentwürfe,9. Klasse
mat_002286,Fachunterricht,Geschichte,"['2. Klasse', '3. Klasse']",Stundenentwürfe,Förderunterricht,hybrid,0,21.8,Eggs,33.70528706691186,8,1.679689434520418,923,author_0603,Geschichte - Stundenentwürfe,"2. Klasse, 3. Klasse"
mat_002287,Fachunterricht,Chemie,['2. Klasse'],Mal- und Bastelvorlagen,Sek II,interactive,0,8.51,Cub,6.499710477773439,5,4.223605405684108,525,author_0822,Chemie - Mal- und Bastelvorlagen,2. Klasse
mat_002288,Kunst,Basteln,['13. Klasse'],Stationenlernen,Sek I Gymnasium,standalone,0,4.31,Eggs,18.312215292125217,13,1.9773057683972677,818,author_0053,Basteln - Stationenlernen,13. Klasse
mat_002289,Mathematik,Funktionen,"['7. Klasse', '8. Klasse']",Mal- und Bastelvorlagen,Förderunterricht,standalone,0,2.39,Eggs,31.58806698295806,20,1.8150606826690938,403,author_0083,Funktionen - Mal- und Bastelvorlagen,"7. Klasse, 8. Klasse"
mat_002290,Englisch,Sprechen,['1. Klasse'],Präsentationen/Tafelbilder,Kita / Vorschule,standalone,0,16.24,Bear,50.37573215712007,11,3.2580172829647887,1049,author_0677,Sprechen - Präsentationen/Tafelbilder,1. Klasse
mat_002291,Kunst,Basteln,['3. Klasse'],Arbeitsblätter,Grundschule,interactive,1,6.014747113938312,Eggs,52.26426929271854,48,6.633642082082102,584,author_0308,Basteln - Sparpaket,3. Klasse
mat_002292,Fachunterricht,Chemie,"['3. Klasse', '4. Klasse']",Stundenentwürfe,Berufsschule,standalone,0,12.97,Eggs,120.78102740146535,12,9.086724702314976,455,author_0747,Chemie - Stundenentwürfe,"3. Klasse, 4. Klasse"
mat_002293,Mathematik,Funktionen,['7. Klasse'],Quiz,Kita / Vorschule,hybrid,1,5.900587699131036,Cub,166.89971120057277,21,4.175307554794902,460,author_0557,Funktionen - Sparpaket,7. Klasse
mat_002294,Fachunterricht,Geschichte,"['6. Klasse', '7. Klasse', '8. Klasse', '9. Klasse']",Quiz,Förderunterricht,hybrid,0,6.87,Bear,102.81620433912823,10,1.8237128306602328,38,author_0392,Geschichte - Quiz,"6. Klasse, 7. Klasse, 8. Klasse, 9. Klasse"
mat_002295,Kunst,Werken,"['9. Klasse', '10. Klasse', '11. Klasse', '12. Klasse']",Arbeitsblätter,Grundschule,hybrid,0,11.88,Dragon,90.12648062329109,11,3.724431687562225,679,author_0867,Werken - Arbeitsblätter,"9. Klasse, 10. Klasse, 11. Klasse, 12. Klasse"
mat_002296,Fachunterricht,Erdkunde,['12. Klasse'],Quiz,Sek I Mittlere Schulform,standalone,0,1.4,Eggs,6.456091859919573,9,2.0419461230785703,233,author_0164,Erdkunde - Quiz,12. Klasse
mat_002297,Fachunterricht,Geschichte,"['3. Klasse', '4. Klasse']",Spiele,Grundschule,hybrid,0,7.01,Eggs,109.35237904976243,10,12.245129463839051,384,author_0852,Geschichte - Spiele,"3. Klasse, 4. Klasse"
mat_002298,Fachunterricht,Religion,"['6. Klasse', '7. Klasse']",Test,Sek I Gymnasium,interactive,0,10.59,Bear,154.84655329010707,10,4.929381479864724,606,author_0223,Religion - Test,"6. Klasse, 7. Klasse"
mat_002299,Kunst,Werken,"['7. Klasse', '8. Klasse', '9. Klasse', '10. Klasse']",Experimente,Berufsschule,standalone,0,6.56,Bear,4.9866900218693475,11,2.4299670185464057,395,author_0754,Werken - Experimente,"7. Klasse, 8. Klasse, 9. Klasse, 10. Klasse"
mat_002300,Deutsch,Lesen,"['2. Klasse', '3. Klasse']",Experimente,Förderunterricht,hybrid,1,8.908771651807328,Dragon,90.10780736886561,55,0.43640129794781984,239,author_0279,Lesen - Sparpaket,"2. Klasse, 3. Klasse"
mat_002301,Fachunterricht,Geschichte,"['9. Klasse', '10. Klasse', '11. Klasse']",Stationenlernen,Sek I Gymnasium,hybrid,0,6.2,Bear,81.82151218086709,6,7.09702660150997,970,author_0565,Geschichte - Stationenlernen,"9. Klasse, 10. Klasse, 11. Klasse"
mat_002302,Kunst,Basteln,"['1. Klasse', '2. Klasse', '3. Klasse']",Mal- und Bastelvorlagen,Sek I Mittlere Schulform,interactive,0,4.27,Dragon,35.550945573748834,11,0.4881896506760645,124,author_0178,Basteln - Mal- und Bastelvorlagen,"1. Klasse, 2. Klasse, 3. Klasse"
mat_002303,Deutsch,Sprache untersuchen,"['3. Klasse', '4. Klasse', '5. Klasse', '6. Klasse']",Quiz,Sek II,standalone,0,1.4,Eggs,111.19165988851994,7,6.807338849935095,433,author_0959,Sprache untersuchen - Quiz,"3. Klasse, 4. Klasse, 5. Klasse, 6. Klasse"
mat_002304,Fachunterricht,Biologie,['2. Klasse'],Arbeitsblätter,Sek I Gymnasium,standalone,0,2.54,Dragon,119.3011558400786,9,3.0699907968868585,947,author_0346,Biologie - Arbeitsblätter,2. Klasse
mat_002305,Mathematik,Zahlen & Operationen,"['9. Klasse', '10. Klasse', '11. Klasse']",Klassenarbeiten,Sek I Mittlere Schulform,standalone,1,8.197633607143581,Bear,45.842649121196324,18,5.73835072651308,713,author_0492,Zahlen & Operationen - Sparpaket,"9. Klasse, 10. Klasse, 11. Klasse"
mat_002306,Kunst,Basteln,"['1. Klasse', '2. Klasse']",Präsentationen/Tafelbilder,Berufsschule,standalone,0,4.76,Eggs,61.47230135127009,9,4.732236952368642,168,author_0006,Basteln - Präsentationen/Tafelbilder,"1. Klasse, 2. Klasse"
mat_002307,Fachunterricht,Geschichte,['9. Klasse'],Spiele,Sek I Mittlere Schulform,standalone,0,7.56,Innovators,46.70202183544358,10,4.1566395544532,1023,author_0900,Geschichte - Spiele,9. Klasse
mat_002308,Kunst,Epochen,"['9. Klasse', '10. Klasse', '11. Klasse']",Unterrichtsreihen,Kita / Vorschule,interactive,0,2.99,Dragon,3.9074716277440205,5,4.139205368746088,225,author_0903,Epochen - Unterrichtsreihen,"9. Klasse, 10. Klasse, 11. Klasse"
mat_002309,Fachunterricht,Religion,"['6. Klasse', '7. Klasse', '8. Klasse']",Merkblätter,Grundschule,hybrid,0,4.67,Cub,0.6743569837761478,9,2.3341533706880506,907,author_0929,Religion - Merkblätter,"6. Klasse, 7. Klasse, 8. Klasse"
mat_002310,Kunst,Epochen,['3. Klasse'],Unterrichtsreihen,Grundschule,hybrid,0,3.63,Dragon,161.10059825514807,4,7.048814805277843,969,author_0461,Epochen - Unterrichtsreihen,3. Klasse
mat_002311,Englisch,Sprechen,"['1. Klasse', '2. Klasse', '3. Klasse', '4. Klasse']",Klassenarbeiten,Sek II,hybrid,0,10.69,Cub,18.800179622138792,8,6.287226311815195,412,author_0773,Sprechen - Klassenarbeiten,"1. Klasse, 2. Klasse, 3. Klasse, 4. Klasse"
mat_002312,Kunst,Werken,"['10. Klasse', '11. Klasse', '12. Klasse']",Fördermaterial/Inklusion,Sek II,hybrid,0,1.75,Cub,16.787734109753355,9,1.4221729797011966,856,author_0927,Werken - Fördermaterial/Inklusion,"10. Klasse, 11. Klasse, 12. Klasse"
mat_002313,Kunst,Epochen,['9. Klasse'],Videos,Sek I Gymnasium,hybrid,0,2.56,Eggs,5.239616497692435,8,1.1092414532794335,883,author_0816,Epochen - Videos,9. Klasse
mat_002314,Englisch,Leseverstehen,"['9. Klasse', '10. Klasse']",Klassenarbeiten,Berufsschule,standalone,1,23.81890930004671,Cub,380.1125894423914,72,0.9834789229044485,266,author_0026,Leseverstehen - Sparpaket,"9. Klasse, 10. Klasse"
mat_002315,Mathematik,Zahlen & Operationen,"['1. Klasse', '2. Klasse', '3. Klasse']",Test,Sek I Mittlere Schulform,standalone,0,18.92,Eggs,45.23293622618801,10,0.9542573016055099,89,author_0160,Zahlen & Operationen - Test,"1. Klasse, 2. Klasse, 3. Klasse"
mat_002316,Deutsch,Schreiben,"['3. Klasse', '4. Klasse', '5. Klasse']",Stundenentwürfe,Sek I Gymnasium,interactive,1,14.366622729411073,Bear,8.803059762009498,12,0.5442918102197051,770,author_0370,Schreiben - Sparpaket,"3. Klasse, 4. Klasse, 5. Klasse"
mat_002317,Deutsch,Anfangsunterricht,['4. Klasse'],Quiz,Kita / Vorschule,standalone,0,2.48,Innovators,6.821550283421518,10,7.566132703857786,307,author_0260,Anfangsunterricht - Quiz,4. Klasse
mat_002318,Mathematik,Funktionen,['7. Klasse'],Merkblätter,Kita / Vorschule,standalone,0,3.1,Eggs,101.3296702441302,11,9.003246630730985,972,author_0637,Funktionen - Merkblätter,7. Klasse
mat_002319,Mathematik,Zahlen & Operationen,"['5. Klasse', '6. Klasse']",Präsentationen/Tafelbilder,Förderunterricht,standalone,1,7.787366609586815,Dragon,49.40384462544354,70,10.79330360355356,194,author_0012,Zahlen & Operationen - Sparpaket,"5. Klasse, 6. Klasse"
mat_002320,Kunst,Werken,"['9. Klasse', '10. Klasse', '11. Klasse', '12. Klasse']",Unterrichtsreihen,Sek I Gymnasium,interactive,0,0.79,Cub,39.4610654019888,5,2.4065563773988825,52,author_0322,Werken - Unterrichtsreihen,"9. Klasse, 10. Klasse, 11. Klasse, 12. Klasse"
mat_002321,Englisch,Wortschatz,"['3. Klasse', '4. Klasse']",Unterrichtsreihen,Berufsschule,interactive,0,11.06,Cub,2.7690609230391674,9,3.1765994606027665,45,author_0605,Wortschatz - Unterrichtsreihen,"3. Klasse, 4. Klasse"
