user_id,primary_subject,primary_grades,primary_grades_str,secondary_subjects,secondary_subjects_str,school_type,price_sensitivity,engagement_style,experience_level,days_since_registration,avg_monthly_purchases,preferred_material_types
user_000489,Kunst,"['4. Klasse', '5. Klasse', '6. Klasse']","4. Klasse, 5. Klasse, 6. Klasse",['Fachunterricht'],Fachunterricht,Förderunterricht,low,focused,expert,630,5,"['Stundenentwürfe', 'Videos', 'Präsentationen/Tafelbilder']"
user_000490,Mathematik,"['8. Klasse', '9. Klasse', '10. Klasse']","8. Klasse, 9. Klasse, 10. Klasse",['Fachunterricht'],Fachunterricht,Grundschule,medium,browser,novice,381,2,"['Präsentationen/Tafelbilder', 'Interaktives Material', 'Bildkarten']"
user_000491,Mathematik,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse",['Kunst'],Kunst,Sek I Gymnasium,low,power_user,experienced,43,1,"['Fördermaterial/Inklusion', 'Spiele', 'Klassenarbeiten']"
user_000492,Deutsch,['5. Klasse'],5. Klasse,[],,Sek I Gymnasium,medium,power_user,experienced,477,2,"['Videos', 'Mal- und Bastelvorlagen', 'Unterrichtsreihen']"
user_000493,Kunst,"['4. Klasse', '5. Klasse']","4. Klasse, 5. Klasse","['Mathematik', 'Englisch']","Mathematik, Englisch",Sek I Mittlere Schulform,high,power_user,novice,539,3,"['Arbeitsblätter', 'Videos', 'Mal- und Bastelvorlagen', 'Klassenarbeiten']"
user_000494,Kunst,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse",['Englisch'],Englisch,Berufsschule,low,power_user,novice,108,5,"['Stationenlernen', 'Merkblätter', 'Experimente', 'Bildkarten']"
user_000495,Mathematik,['5. Klasse'],5. Klasse,"['Englisch', 'Kunst']","Englisch, Kunst",Berufsschule,low,focused,novice,638,4,"['Stationenlernen', 'Test', 'Interaktives Material']"
user_000496,Fachunterricht,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse","['Kunst', 'Mathematik']","Kunst, Mathematik",Kita / Vorschule,high,focused,expert,353,6,"['Quiz', 'Mal- und Bastelvorlagen']"
user_000497,Fachunterricht,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse",[],,Sek I Gymnasium,medium,power_user,experienced,215,5,"['Bildkarten', 'Fördermaterial/Inklusion']"
user_000498,Englisch,['2. Klasse'],2. Klasse,['Deutsch'],Deutsch,Berufsschule,medium,browser,novice,237,2,"['Quiz', 'Videos', 'Fördermaterial/Inklusion']"
user_000499,Fachunterricht,"['9. Klasse', '10. Klasse']","9. Klasse, 10. Klasse","['Deutsch', 'Mathematik']","Deutsch, Mathematik",Kita / Vorschule,low,browser,experienced,684,4,"['Merkblätter', 'Interaktives Material', 'Mal- und Bastelvorlagen']"
user_000500,Fachunterricht,"['6. Klasse', '7. Klasse', '8. Klasse']","6. Klasse, 7. Klasse, 8. Klasse",['Deutsch'],Deutsch,Kita / Vorschule,medium,focused,novice,347,3,"['Spiele', 'Interaktives Material', 'Mal- und Bastelvorlagen']"
user_000501,Fachunterricht,['11. Klasse'],11. Klasse,['Deutsch'],Deutsch,Förderunterricht,low,focused,expert,352,1,"['Test', 'Interaktives Material', 'Mal- und Bastelvorlagen']"
user_000502,Deutsch,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse",['Englisch'],Englisch,Sek II,high,browser,expert,75,2,"['Spiele', 'Präsentationen/Tafelbilder', 'Bildkarten']"
user_000503,Mathematik,['2. Klasse'],2. Klasse,"['Deutsch', 'Englisch']","Deutsch, Englisch",Grundschule,medium,power_user,experienced,240,5,"['Merkblätter', 'Interaktives Material', 'Klassenarbeiten']"
user_000504,Mathematik,"['3. Klasse', '4. Klasse', '5. Klasse']","3. Klasse, 4. Klasse, 5. Klasse",[],,Förderunterricht,medium,focused,experienced,580,6,"['Fördermaterial/Inklusion', 'Test', 'Stationenlernen']"
user_000505,Englisch,"['2. Klasse', '3. Klasse']","2. Klasse, 3. Klasse","['Kunst', 'Deutsch']","Kunst, Deutsch",Berufsschule,medium,focused,experienced,640,2,"['Klassenarbeiten', 'Interaktives Material', 'Präsentationen/Tafelbilder', 'Unterrichtsreihen']"
user_000506,Mathematik,"['8. Klasse', '9. Klasse']","8. Klasse, 9. Klasse",['Kunst'],Kunst,Sek I Gymnasium,low,browser,experienced,710,4,"['Interaktives Material', 'Präsentationen/Tafelbilder']"
user_000507,Englisch,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse","['Fachunterricht', 'Deutsch']","Fachunterricht, Deutsch",Sek I Mittlere Schulform,medium,browser,expert,159,6,"['Bildkarten', 'Videos', 'Experimente']"
user_000508,Fachunterricht,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse","['Englisch', 'Kunst']","Englisch, Kunst",Grundschule,medium,browser,novice,45,3,"['Fördermaterial/Inklusion', 'Mal- und Bastelvorlagen']"
user_000509,Englisch,"['3. Klasse', '4. Klasse', '5. Klasse']","3. Klasse, 4. Klasse, 5. Klasse",['Fachunterricht'],Fachunterricht,Kita / Vorschule,high,browser,novice,75,6,"['Interaktives Material', 'Arbeitsblätter']"
user_000510,Fachunterricht,['3. Klasse'],3. Klasse,"['Mathematik', 'Kunst']","Mathematik, Kunst",Grundschule,medium,browser,novice,497,5,"['Experimente', 'Videos', 'Bildkarten']"
user_000511,Mathematik,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",['Kunst'],Kunst,Förderunterricht,medium,browser,experienced,88,5,"['Arbeitsblätter', 'Fördermaterial/Inklusion']"
user_000512,Englisch,['10. Klasse'],10. Klasse,['Mathematik'],Mathematik,Kita / Vorschule,medium,browser,experienced,485,4,"['Merkblätter', 'Quiz', 'Stundenentwürfe']"
user_000513,Kunst,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse",['Englisch'],Englisch,Sek II,high,browser,experienced,720,4,"['Spiele', 'Bildkarten', 'Klassenarbeiten']"
user_000514,Kunst,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse",[],,Sek I Gymnasium,medium,focused,experienced,596,4,"['Unterrichtsreihen', 'Test', 'Fördermaterial/Inklusion']"
user_000515,Mathematik,"['5. Klasse', '6. Klasse', '7. Klasse']","5. Klasse, 6. Klasse, 7. Klasse",[],,Förderunterricht,low,focused,novice,292,6,"['Stundenentwürfe', 'Klassenarbeiten', 'Quiz']"
user_000516,Kunst,"['4. Klasse', '5. Klasse']","4. Klasse, 5. Klasse",['Englisch'],Englisch,Sek I Gymnasium,high,power_user,experienced,433,5,"['Mal- und Bastelvorlagen', 'Merkblätter']"
user_000517,Kunst,['10. Klasse'],10. Klasse,['Deutsch'],Deutsch,Berufsschule,medium,focused,novice,189,6,"['Quiz', 'Klassenarbeiten', 'Arbeitsblätter']"
user_000518,Fachunterricht,"['2. Klasse', '3. Klasse']","2. Klasse, 3. Klasse",['Kunst'],Kunst,Sek I Mittlere Schulform,medium,focused,experienced,389,5,"['Merkblätter', 'Unterrichtsreihen', 'Stundenentwürfe']"
user_000519,Englisch,['7. Klasse'],7. Klasse,['Fachunterricht'],Fachunterricht,Berufsschule,medium,focused,experienced,277,6,"['Test', 'Klassenarbeiten']"
user_000520,Deutsch,['1. Klasse'],1. Klasse,"['Mathematik', 'Englisch']","Mathematik, Englisch",Sek II,medium,focused,experienced,242,4,"['Spiele', 'Arbeitsblätter', 'Fördermaterial/Inklusion', 'Quiz']"
user_000521,Deutsch,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",[],,Sek II,high,focused,expert,44,4,"['Unterrichtsreihen', 'Bildkarten', 'Präsentationen/Tafelbilder']"
user_000522,Englisch,"['9. Klasse', '10. Klasse']","9. Klasse, 10. Klasse",['Fachunterricht'],Fachunterricht,Berufsschule,medium,browser,experienced,316,7,"['Videos', 'Arbeitsblätter']"
user_000523,Deutsch,['13. Klasse'],13. Klasse,['Englisch'],Englisch,Sek I Mittlere Schulform,high,browser,experienced,192,2,"['Bildkarten', 'Arbeitsblätter']"
user_000524,Fachunterricht,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse","['Mathematik', 'Deutsch']","Mathematik, Deutsch",Grundschule,medium,power_user,novice,635,4,"['Bildkarten', 'Interaktives Material', 'Unterrichtsreihen']"
user_000525,Mathematik,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse",[],,Sek II,high,focused,experienced,107,3,"['Interaktives Material', 'Fördermaterial/Inklusion']"
user_000526,Englisch,['11. Klasse'],11. Klasse,['Deutsch'],Deutsch,Sek I Mittlere Schulform,high,focused,expert,76,2,"['Experimente', 'Unterrichtsreihen', 'Quiz']"
user_000527,Mathematik,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse",[],,Grundschule,high,focused,experienced,444,5,"['Spiele', 'Fördermaterial/Inklusion', 'Arbeitsblätter', 'Videos']"
user_000528,Mathematik,"['8. Klasse', '9. Klasse']","8. Klasse, 9. Klasse","['Kunst', 'Fachunterricht']","Kunst, Fachunterricht",Berufsschule,medium,focused,experienced,92,3,"['Arbeitsblätter', 'Test', 'Klassenarbeiten']"
user_000529,Englisch,['1. Klasse'],1. Klasse,[],,Förderunterricht,high,browser,experienced,727,2,"['Klassenarbeiten', 'Experimente', 'Bildkarten']"
user_000530,Kunst,"['11. Klasse', '12. Klasse', '13. Klasse']","11. Klasse, 12. Klasse, 13. Klasse","['Deutsch', 'Fachunterricht']","Deutsch, Fachunterricht",Berufsschule,low,focused,experienced,723,7,"['Stundenentwürfe', 'Stationenlernen']"
user_000531,Deutsch,"['8. Klasse', '9. Klasse']","8. Klasse, 9. Klasse",['Fachunterricht'],Fachunterricht,Förderunterricht,low,focused,experienced,608,4,"['Videos', 'Arbeitsblätter']"
user_000532,Deutsch,"['5. Klasse', '6. Klasse']","5. Klasse, 6. Klasse",['Kunst'],Kunst,Grundschule,high,focused,experienced,227,3,"['Quiz', 'Merkblätter']"
user_000533,Englisch,['10. Klasse'],10. Klasse,['Fachunterricht'],Fachunterricht,Berufsschule,low,focused,experienced,403,2,"['Videos', 'Quiz', 'Klassenarbeiten']"
user_000534,Mathematik,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse","['Deutsch', 'Fachunterricht']","Deutsch, Fachunterricht",Förderunterricht,medium,focused,novice,450,2,"['Fördermaterial/Inklusion', 'Test', 'Stationenlernen']"
user_000535,Fachunterricht,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse","['Kunst', 'Mathematik']","Kunst, Mathematik",Grundschule,medium,browser,experienced,457,5,"['Bildkarten', 'Arbeitsblätter', 'Stundenentwürfe']"
user_000536,Mathematik,['12. Klasse'],12. Klasse,"['Fachunterricht', 'Englisch']","Fachunterricht, Englisch",Sek I Gymnasium,medium,focused,expert,181,1,"['Präsentationen/Tafelbilder', 'Stationenlernen', 'Test', 'Unterrichtsreihen']"
user_000537,Deutsch,['5. Klasse'],5. Klasse,['Fachunterricht'],Fachunterricht,Sek I Mittlere Schulform,medium,browser,experienced,153,2,"['Merkblätter', 'Videos', 'Stationenlernen']"
user_000538,Deutsch,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse",[],,Sek I Mittlere Schulform,medium,power_user,experienced,527,2,"['Unterrichtsreihen', 'Mal- und Bastelvorlagen', 'Fördermaterial/Inklusion']"
user_000539,Englisch,['2. Klasse'],2. Klasse,['Fachunterricht'],Fachunterricht,Grundschule,low,browser,experienced,516,3,"['Quiz', 'Videos']"
user_000540,Fachunterricht,"['11. Klasse', '12. Klasse', '13. Klasse']","11. Klasse, 12. Klasse, 13. Klasse","['Deutsch', 'Englisch']","Deutsch, Englisch",Sek II,medium,browser,experienced,630,1,"['Arbeitsblätter', 'Stundenentwürfe', 'Klassenarbeiten']"
user_000541,Kunst,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse",['Mathematik'],Mathematik,Sek I Mittlere Schulform,high,browser,expert,593,5,"['Fördermaterial/Inklusion', 'Interaktives Material', 'Quiz', 'Bildkarten']"
user_000542,Kunst,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse","['Deutsch', 'Mathematik']","Deutsch, Mathematik",Kita / Vorschule,high,browser,expert,85,2,"['Test', 'Quiz', 'Bildkarten', 'Spiele']"
user_000543,Kunst,"['2. Klasse', '3. Klasse']","2. Klasse, 3. Klasse",[],,Sek I Mittlere Schulform,high,browser,novice,699,4,"['Merkblätter', 'Experimente']"
user_000544,Deutsch,"['5. Klasse', '6. Klasse']","5. Klasse, 6. Klasse",[],,Sek I Gymnasium,high,browser,experienced,135,3,"['Spiele', 'Test']"
user_000545,Fachunterricht,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse",[],,Kita / Vorschule,high,browser,experienced,102,6,"['Mal- und Bastelvorlagen', 'Arbeitsblätter', 'Präsentationen/Tafelbilder', 'Stationenlernen']"
user_000546,Englisch,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",['Mathematik'],Mathematik,Sek I Gymnasium,low,browser,experienced,148,2,"['Stundenentwürfe', 'Bildkarten']"
user_000547,Deutsch,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse",[],,Sek I Gymnasium,medium,focused,experienced,349,5,"['Stationenlernen', 'Interaktives Material', 'Merkblätter']"
user_000548,Fachunterricht,"['1. Klasse', '2. Klasse', '3. Klasse']","1. Klasse, 2. Klasse, 3. Klasse",[],,Kita / Vorschule,medium,browser,experienced,506,2,"['Videos', 'Stationenlernen', 'Test']"
user_000549,Deutsch,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse",['Kunst'],Kunst,Berufsschule,medium,browser,experienced,390,5,"['Arbeitsblätter', 'Test', 'Unterrichtsreihen']"
user_000550,Fachunterricht,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",['Deutsch'],Deutsch,Kita / Vorschule,medium,focused,experienced,486,5,"['Merkblätter', 'Klassenarbeiten']"
user_000551,Kunst,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse",[],,Kita / Vorschule,medium,focused,novice,156,3,"['Videos', 'Stationenlernen', 'Präsentationen/Tafelbilder', 'Bildkarten']"
user_000552,Kunst,['1. Klasse'],1. Klasse,['Englisch'],Englisch,Sek II,medium,power_user,novice,513,5,"['Stundenentwürfe', 'Interaktives Material', 'Stationenlernen']"
user_000553,Englisch,['4. Klasse'],4. Klasse,[],,Grundschule,high,browser,expert,665,1,"['Bildkarten', 'Klassenarbeiten', 'Quiz']"
user_000554,Mathematik,['9. Klasse'],9. Klasse,"['Fachunterricht', 'Englisch']","Fachunterricht, Englisch",Förderunterricht,medium,browser,experienced,690,1,"['Bildkarten', 'Fördermaterial/Inklusion', 'Präsentationen/Tafelbilder']"
user_000555,Fachunterricht,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse",['Kunst'],Kunst,Kita / Vorschule,low,power_user,expert,724,6,"['Test', 'Stationenlernen']"
user_000556,Fachunterricht,['11. Klasse'],11. Klasse,['Kunst'],Kunst,Sek I Gymnasium,low,focused,experienced,253,3,"['Mal- und Bastelvorlagen', 'Merkblätter', 'Quiz', 'Spiele']"
user_000557,Englisch,['12. Klasse'],12. Klasse,[],,Förderunterricht,medium,browser,novice,520,1,"['Stundenentwürfe', 'Experimente', 'Klassenarbeiten']"
user_000558,Englisch,"['2. Klasse', '3. Klasse']","2. Klasse, 3. Klasse",[],,Sek I Mittlere Schulform,low,browser,experienced,575,4,"['Experimente', 'Bildkarten']"
user_000559,Fachunterricht,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse",[],,Sek I Gymnasium,medium,browser,experienced,362,4,"['Experimente', 'Interaktives Material', 'Mal- und Bastelvorlagen']"
user_000560,Englisch,"['11. Klasse', '12. Klasse', '13. Klasse']","11. Klasse, 12. Klasse, 13. Klasse",[],,Förderunterricht,medium,focused,expert,180,10,"['Merkblätter', 'Test']"
user_000561,Fachunterricht,"['9. Klasse', '10. Klasse']","9. Klasse, 10. Klasse","['Deutsch', 'Mathematik']","Deutsch, Mathematik",Sek I Mittlere Schulform,high,browser,expert,124,2,"['Test', 'Stundenentwürfe', 'Merkblätter', 'Klassenarbeiten']"
user_000562,Mathematik,"['10. Klasse', '11. Klasse', '12. Klasse']","10. Klasse, 11. Klasse, 12. Klasse",[],,Berufsschule,high,power_user,novice,482,4,"['Quiz', 'Test', 'Fördermaterial/Inklusion']"
user_000563,Deutsch,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse",[],,Sek I Gymnasium,medium,focused,experienced,422,9,"['Stundenentwürfe', 'Videos', 'Bildkarten']"
user_000564,Englisch,"['8. Klasse', '9. Klasse', '10. Klasse']","8. Klasse, 9. Klasse, 10. Klasse",['Kunst'],Kunst,Förderunterricht,medium,power_user,novice,413,2,"['Videos', 'Spiele', 'Präsentationen/Tafelbilder', 'Mal- und Bastelvorlagen']"
user_000565,Englisch,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse",[],,Kita / Vorschule,medium,browser,expert,305,7,"['Klassenarbeiten', 'Interaktives Material', 'Unterrichtsreihen']"
user_000566,Englisch,['1. Klasse'],1. Klasse,['Kunst'],Kunst,Grundschule,high,focused,experienced,268,2,"['Experimente', 'Fördermaterial/Inklusion', 'Spiele']"
user_000567,Englisch,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse",[],,Grundschule,high,focused,expert,611,3,"['Arbeitsblätter', 'Fördermaterial/Inklusion']"
user_000568,Deutsch,['12. Klasse'],12. Klasse,['Englisch'],Englisch,Kita / Vorschule,medium,browser,experienced,273,3,"['Test', 'Klassenarbeiten', 'Stundenentwürfe']"
user_000569,Kunst,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse","['Mathematik', 'Deutsch']","Mathematik, Deutsch",Kita / Vorschule,medium,browser,novice,606,4,"['Interaktives Material', 'Experimente', 'Stundenentwürfe']"
user_000570,Mathematik,['3. Klasse'],3. Klasse,['Fachunterricht'],Fachunterricht,Berufsschule,high,browser,experienced,689,4,"['Videos', 'Merkblätter']"
user_000571,Deutsch,"['9. Klasse', '10. Klasse']","9. Klasse, 10. Klasse",[],,Sek II,low,focused,experienced,342,5,"['Test', 'Arbeitsblätter', 'Unterrichtsreihen']"
user_000572,Kunst,['1. Klasse'],1. Klasse,"['Englisch', 'Deutsch']","Englisch, Deutsch",Berufsschule,medium,focused,novice,655,4,"['Stundenentwürfe', 'Arbeitsblätter', 'Unterrichtsreihen', 'Mal- und Bastelvorlagen']"
user_000573,Kunst,"['2. Klasse', '3. Klasse']","2. Klasse, 3. Klasse",['Mathematik'],Mathematik,Kita / Vorschule,medium,browser,expert,181,4,"['Bildkarten', 'Interaktives Material', 'Merkblätter']"
user_000574,Kunst,"['9. Klasse', '10. Klasse']","9. Klasse, 10. Klasse","['Mathematik', 'Fachunterricht']","Mathematik, Fachunterricht",Förderunterricht,high,focused,novice,211,6,"['Klassenarbeiten', 'Spiele', 'Merkblätter']"
user_000575,Deutsch,['1. Klasse'],1. Klasse,[],,Berufsschule,low,power_user,experienced,619,5,"['Stundenentwürfe', 'Merkblätter']"
user_000576,Mathematik,['3. Klasse'],3. Klasse,"['Fachunterricht', 'Englisch']","Fachunterricht, Englisch",Kita / Vorschule,medium,focused,expert,87,3,"['Klassenarbeiten', 'Stundenentwürfe', 'Präsentationen/Tafelbilder']"
user_000577,Fachunterricht,"['6. Klasse', '7. Klasse', '8. Klasse']","6. Klasse, 7. Klasse, 8. Klasse","['Deutsch', 'Kunst']","Deutsch, Kunst",Förderunterricht,high,browser,experienced,337,4,"['Bildkarten', 'Experimente', 'Arbeitsblätter']"
user_000578,Mathematik,['8. Klasse'],8. Klasse,['Englisch'],Englisch,Berufsschule,medium,browser,expert,156,4,"['Stundenentwürfe', 'Fördermaterial/Inklusion']"
user_000579,Kunst,['3. Klasse'],3. Klasse,['Fachunterricht'],Fachunterricht,Kita / Vorschule,medium,focused,expert,99,3,"['Unterrichtsreihen', 'Merkblätter']"
user_000580,Deutsch,"['8. Klasse', '9. Klasse']","8. Klasse, 9. Klasse",['Englisch'],Englisch,Berufsschule,medium,browser,experienced,609,3,"['Unterrichtsreihen', 'Experimente', 'Videos']"
user_000581,Deutsch,"['4. Klasse', '5. Klasse', '6. Klasse']","4. Klasse, 5. Klasse, 6. Klasse",['Kunst'],Kunst,Sek I Mittlere Schulform,medium,focused,novice,498,8,"['Stundenentwürfe', 'Experimente']"
user_000582,Deutsch,"['1. Klasse', '2. Klasse', '3. Klasse']","1. Klasse, 2. Klasse, 3. Klasse",[],,Sek I Mittlere Schulform,high,browser,experienced,101,3,"['Quiz', 'Fördermaterial/Inklusion', 'Merkblätter', 'Unterrichtsreihen']"
user_000583,Mathematik,['5. Klasse'],5. Klasse,[],,Förderunterricht,medium,focused,experienced,324,1,"['Unterrichtsreihen', 'Klassenarbeiten', 'Stundenentwürfe']"
user_000584,Mathematik,"['4. Klasse', '5. Klasse']","4. Klasse, 5. Klasse",[],,Kita / Vorschule,medium,power_user,experienced,314,2,"['Spiele', 'Mal- und Bastelvorlagen']"
user_000585,Englisch,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse",['Deutsch'],Deutsch,Grundschule,medium,focused,experienced,52,5,"['Quiz', 'Merkblätter', 'Spiele']"
user_000586,Deutsch,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse","['Englisch', 'Kunst']","Englisch, Kunst",Berufsschule,medium,browser,expert,392,4,"['Bildkarten', 'Test', 'Mal- und Bastelvorlagen']"
user_000587,Deutsch,"['6. Klasse', '7. Klasse', '8. Klasse']","6. Klasse, 7. Klasse, 8. Klasse","['Fachunterricht', 'Englisch']","Fachunterricht, Englisch",Berufsschule,high,power_user,novice,557,4,"['Stundenentwürfe', 'Quiz', 'Unterrichtsreihen', 'Experimente']"
user_000588,Mathematik,"['9. Klasse', '10. Klasse', '11. Klasse']","9. Klasse, 10. Klasse, 11. Klasse","['Englisch', 'Deutsch']","Englisch, Deutsch",Grundschule,medium,focused,experienced,700,6,"['Präsentationen/Tafelbilder', 'Unterrichtsreihen']"
user_000589,Kunst,"['6. Klasse', '7. Klasse', '8. Klasse']","6. Klasse, 7. Klasse, 8. Klasse",['Fachunterricht'],Fachunterricht,Sek II,low,focused,novice,185,8,"['Videos', 'Spiele', 'Experimente']"
user_000590,Mathematik,"['8. Klasse', '9. Klasse', '10. Klasse']","8. Klasse, 9. Klasse, 10. Klasse","['Kunst', 'Englisch']","Kunst, Englisch",Sek I Mittlere Schulform,high,power_user,experienced,264,5,"['Klassenarbeiten', 'Fördermaterial/Inklusion', 'Test']"
user_000591,Deutsch,"['2. Klasse', '3. Klasse']","2. Klasse, 3. Klasse","['Mathematik', 'Englisch']","Mathematik, Englisch",Berufsschule,medium,browser,novice,514,3,"['Präsentationen/Tafelbilder', 'Klassenarbeiten']"
user_000592,Fachunterricht,"['6. Klasse', '7. Klasse', '8. Klasse']","6. Klasse, 7. Klasse, 8. Klasse",[],,Förderunterricht,medium,browser,experienced,331,3,"['Bildkarten', 'Spiele', 'Klassenarbeiten']"
user_000593,Kunst,['6. Klasse'],6. Klasse,['Mathematik'],Mathematik,Kita / Vorschule,low,browser,expert,449,5,"['Präsentationen/Tafelbilder', 'Mal- und Bastelvorlagen']"
user_000594,Englisch,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse",['Deutsch'],Deutsch,Berufsschule,low,power_user,expert,465,1,"['Unterrichtsreihen', 'Präsentationen/Tafelbilder', 'Bildkarten']"
user_000595,Kunst,['1. Klasse'],1. Klasse,[],,Sek I Gymnasium,high,browser,experienced,345,3,"['Fördermaterial/Inklusion', 'Experimente', 'Test', 'Videos']"
user_000596,Englisch,['1. Klasse'],1. Klasse,['Mathematik'],Mathematik,Sek I Gymnasium,medium,focused,novice,117,1,"['Spiele', 'Fördermaterial/Inklusion', 'Mal- und Bastelvorlagen']"
user_000597,Fachunterricht,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse",['Kunst'],Kunst,Sek I Gymnasium,medium,browser,expert,692,3,"['Mal- und Bastelvorlagen', 'Arbeitsblätter']"
user_000598,Englisch,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse",[],,Förderunterricht,medium,browser,experienced,187,3,"['Fördermaterial/Inklusion', 'Unterrichtsreihen']"
user_000599,Deutsch,"['2. Klasse', '3. Klasse']","2. Klasse, 3. Klasse",[],,Förderunterricht,high,focused,experienced,221,5,"['Spiele', 'Bildkarten', 'Videos']"
user_000600,Englisch,['13. Klasse'],13. Klasse,[],,Grundschule,medium,focused,expert,495,5,"['Klassenarbeiten', 'Test', 'Videos']"
user_000601,Deutsch,['10. Klasse'],10. Klasse,"['Fachunterricht', 'Kunst']","Fachunterricht, Kunst",Sek I Mittlere Schulform,medium,browser,experienced,436,2,"['Unterrichtsreihen', 'Klassenarbeiten', 'Videos']"
user_000602,Deutsch,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse",[],,Sek II,high,focused,expert,666,4,"['Stationenlernen', 'Interaktives Material']"
user_000603,Fachunterricht,"['1. Klasse', '2. Klasse', '3. Klasse']","1. Klasse, 2. Klasse, 3. Klasse",['Mathematik'],Mathematik,Kita / Vorschule,high,focused,experienced,396,3,"['Videos', 'Interaktives Material']"
user_000604,Deutsch,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",[],,Sek II,medium,focused,experienced,670,2,"['Präsentationen/Tafelbilder', 'Fördermaterial/Inklusion', 'Arbeitsblätter']"
user_000605,Fachunterricht,['3. Klasse'],3. Klasse,['Kunst'],Kunst,Sek II,medium,browser,expert,465,4,"['Arbeitsblätter', 'Bildkarten']"
user_000606,Deutsch,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse",['Kunst'],Kunst,Förderunterricht,high,focused,expert,484,2,"['Unterrichtsreihen', 'Präsentationen/Tafelbilder', 'Arbeitsblätter', 'Quiz']"
user_000607,Mathematik,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse","['Kunst', 'Englisch']","Kunst, Englisch",Sek I Mittlere Schulform,high,browser,expert,606,7,"['Videos', 'Fördermaterial/Inklusion']"
user_000608,Fachunterricht,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse",[],,Sek I Mittlere Schulform,medium,browser,expert,175,5,"['Arbeitsblätter', 'Spiele']"
user_000609,Deutsch,"['11. Klasse', '12. Klasse', '13. Klasse']","11. Klasse, 12. Klasse, 13. Klasse",[],,Förderunterricht,low,focused,expert,671,8,"['Stationenlernen', 'Videos', 'Interaktives Material', 'Quiz']"
user_000610,Mathematik,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",['Kunst'],Kunst,Kita / Vorschule,high,browser,experienced,608,3,"['Klassenarbeiten', 'Unterrichtsreihen', 'Videos']"
user_000611,Fachunterricht,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse",['Mathematik'],Mathematik,Sek I Gymnasium,medium,focused,novice,546,4,"['Mal- und Bastelvorlagen', 'Arbeitsblätter', 'Interaktives Material', 'Spiele']"
user_000612,Fachunterricht,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse",[],,Berufsschule,high,focused,experienced,328,2,"['Fördermaterial/Inklusion', 'Quiz']"
user_000613,Fachunterricht,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse","['Kunst', 'Mathematik']","Kunst, Mathematik",Sek I Mittlere Schulform,medium,browser,novice,276,3,"['Stundenentwürfe', 'Arbeitsblätter', 'Experimente']"
user_000614,Mathematik,['6. Klasse'],6. Klasse,"['Fachunterricht', 'Kunst']","Fachunterricht, Kunst",Sek I Mittlere Schulform,low,focused,experienced,266,8,"['Spiele', 'Interaktives Material', 'Stundenentwürfe', 'Klassenarbeiten']"
